Year,Value,Group,Stdev,Type,Scale,Fvalue
27,3845.216840040685,FCD.juv,384.5216840040685,Catch,1,0.0273738
28,2043.345203054001,FCD.juv,204.33452030540013,Catch,1,0.0250595
1,180701,FCD.adult,18070.1,Catch,1,0.5486
2,203112,FCD.adult,20311.2,Catch,1,0.5566
3,243987,FCD.adult,24398.7,Catch,1,0.6746
4,260147,FCD.adult,26014.7,Catch,1,0.7885
5,235092,FCD.adult,23509.2,Catch,1,0.7988
6,236702,FCD.adult,23670.2,Catch,1,0.7475
7,209544,FCD.adult,20954.4,Catch,1,0.6239
8,207246,FCD.adult,20724.6,Catch,1,0.611
9,228342,FCD.adult,22834.2,Catch,1,0.644
10,213867,FCD.adult,21386.7,Catch,1,0.6073
11,197202,FCD.adult,19720.2,Catch,1,0.5746
12,171646,FCD.adult,17164.600000000002,Catch,1,0.5296
13,147676,FCD.adult,14767.6,Catch,1,0.3819
14,183320,FCD.adult,18332,Catch,1,0.4108999999999999
15,170025,FCD.adult,17002.5,Catch,1,0.3478
16,172218,FCD.adult,17221.8,Catch,1,0.3231
17,196171,FCD.adult,19617.1,Catch,1,0.3279
18,223582,FCD.adult,22358.2,Catch,1,0.3528
19,222021,FCD.adult,22202.1,Catch,1,0.31769999999999987
20,230165,FCD.adult,23016.5,Catch,1,0.3039999999999999
21,251219,FCD.adult,25121.9,Catch,1,0.31319999999999987
22,243945,FCD.adult,24394.5,Catch,1,0.3135
23,267221,FCD.adult,26722.1,Catch,1,0.3407
24,263025,FCD.adult,26302.5,Catch,1,0.3708
25,270302,FCD.adult,27030.2,Catch,1,0.4087
26,265740,FCD.adult,26574,Catch,1,0.377
27,242212,FCD.adult,24221.2,Catch,1,0.3201
28,218181,FCD.adult,21818.1,Catch,1,0.29299999999999987
1,214.121802815155,FHA.juv,21.412180281515504,Catch,1,0.0145626
2,575.432808621336,FHA.juv,57.5432808621336,Catch,1,0.0126205
3,88.48928262447492,FHA.juv,8.848928262447492,Catch,1,0.017399
4,531.072705963144,FHA.juv,53.10727059631441,Catch,1,0.0200827
5,1188.629326191025,FHA.juv,118.86293261910252,Catch,1,0.0144932
6,1339.6583764909722,FHA.juv,133.9658376490972,Catch,1,0.0112026
7,612.836498688262,FHA.juv,61.28364986882621,Catch,1,0.00885166
8,184.288216243165,FHA.juv,18.4288216243165,Catch,1,0.0153007
9,745.529323262396,FHA.juv,74.5529323262396,Catch,1,0.00906259
10,643.947512045505,FHA.juv,64.3947512045505,Catch,1,0.00732567
11,73.46320898673102,FHA.juv,7.346320898673103,Catch,1,0.006053399999999999
12,326.914967306559,FHA.juv,32.6914967306559,Catch,1,0.0122903
13,561.858359265576,FHA.juv,56.18583592655761,Catch,1,0.0136
14,460.059714955221,FHA.juv,46.0059714955221,Catch,1,0.007333919999999999
15,58.70073214694594,FHA.juv,5.870073214694594,Catch,1,0.00870951
16,131.59236242257398,FHA.juv,13.1592362422574,Catch,1,0.00841235
17,108.754212464954,FHA.juv,10.8754212464954,Catch,1,0.00931312
18,146.066737121585,FHA.juv,14.6066737121585,Catch,1,0.00857862
19,97.63858088622057,FHA.juv,9.763858088622056,Catch,1,0.00806077
20,93.90329965725545,FHA.juv,9.390329965725543,Catch,1,0.0111358
21,225.220501422142,FHA.juv,22.5220501422142,Catch,1,0.00409564
22,253.705262511096,FHA.juv,25.3705262511096,Catch,1,0.00662799
23,204.836788949677,FHA.juv,20.483678894967703,Catch,1,0.00758379
24,103.621494299962,FHA.juv,10.3621494299962,Catch,1,0.006291579999999999
25,242.984445331999,FHA.juv,24.298444533199905,Catch,1,0.00866397
26,185.532200442889,FHA.juv,18.553220044288903,Catch,1,0.005044429999999999
27,22.0600931478736,FHA.juv,2.20600931478736,Catch,1,0.00381841
28,216.440081604359,FHA.juv,21.644008160435902,Catch,1,0.00412898
1,57103,FHA.adult,5710.3,Catch,1,0.7256
2,44034,FHA.adult,4403.4000000000005,Catch,1,0.6511
3,41370,FHA.adult,4137,Catch,1,0.6786
4,45418,FHA.adult,4541.8,Catch,1,0.7924
5,41229,FHA.adult,4122.9000000000005,Catch,1,0.7618
6,39848,FHA.adult,3984.8,Catch,1,0.5621
7,50441,FHA.adult,5044.1,Catch,1,0.5146
8,61011,FHA.adult,6101.1,Catch,1,0.4699999999999999
9,84817,FHA.adult,8481.7,Catch,1,0.4933
10,97439,FHA.adult,9743.9,Catch,1,0.5245
11,97720,FHA.adult,9772,Catch,1,0.5671
12,109825,FHA.adult,10982.5,Catch,1,0.5881
13,102888,FHA.adult,10288.8,Catch,1,0.5289
14,82268,FHA.adult,8226.800000000001,Catch,1,0.4954
15,64237,FHA.adult,6423.700000000001,Catch,1,0.4772
16,49440,FHA.adult,4944,Catch,1,0.3814
17,46032,FHA.adult,4603.2,Catch,1,0.34899999999999987
18,43987,FHA.adult,4398.7,Catch,1,0.3185
19,33649,FHA.adult,3364.9,Catch,1,0.25829999999999986
20,39515,FHA.adult,3951.5,Catch,1,0.3007
21,38090,FHA.adult,3809,Catch,1,0.3194
22,36459,FHA.adult,3645.9,Catch,1,0.33489999999999986
23,48491,FHA.adult,4849.1,Catch,1,0.4026
24,57580,FHA.adult,5758,Catch,1,0.4374
25,54473,FHA.adult,5447.3,Catch,1,0.3715999999999999
26,57322,FHA.adult,5732.200000000001,Catch,1,0.3664
27,58565,FHA.adult,5856.5,Catch,1,0.3209
28,70311,FHA.adult,7031.1,Catch,1,0.3821999999999999
1,1324.425333842,FSA.juv,132.4425333842,Catch,1,0.022101000000000003
2,770.806177605,FSA.juv,77.0806177605,Catch,1,0.0352562
3,239.4960824826,FSA.juv,23.94960824826,Catch,1,0.0284174
4,1227.680046981,FSA.juv,122.7680046981,Catch,1,0.029449000000000003
5,1126.135563734999,FSA.juv,112.61355637349992,Catch,1,0.0308227
6,1525.2141406720002,FSA.juv,152.52141406720003,Catch,1,0.0256962
7,1509.3804218976,FSA.juv,150.93804218976,Catch,1,0.0278344
8,2910.812696488,FSA.juv,291.0812696488,Catch,1,0.0271478
9,1343.567297167199,FSA.juv,134.3567297167199,Catch,1,0.0379617
10,3216.0342596381997,FSA.juv,321.60342596382,Catch,1,0.0414802
11,1533.718512432,FSA.juv,153.3718512432,Catch,1,0.0451974
12,1358.701372943999,FSA.juv,135.8701372943999,Catch,1,0.0419266
13,1778.4809636464,FSA.juv,177.84809636464001,Catch,1,0.0490383
14,3794.886241056,FSA.juv,379.4886241056,Catch,1,0.0469516
15,2642.298662460599,FSA.juv,264.22986624605994,Catch,1,0.0433047
16,2258.0793594299994,FSA.juv,225.807935943,Catch,1,0.0410331
17,1315.508913627999,FSA.juv,131.5508913627999,Catch,1,0.0413699
18,1169.864133926399,FSA.juv,116.98641339263992,Catch,1,0.0474412
19,778.7528024780001,FSA.juv,77.87528024780002,Catch,1,0.0373265
20,805.8495306048001,FSA.juv,80.58495306048002,Catch,1,0.0374836
21,1691.494081653999,FSA.juv,169.1494081653999,Catch,1,0.0360429
22,932.2798227,FSA.juv,93.22798227,Catch,1,0.030390200000000003
23,890.5988083954,FSA.juv,89.05988083954001,Catch,1,0.0396759
24,1840.25204748,FSA.juv,184.025204748,Catch,1,0.040846
25,1651.6975943445,FSA.juv,165.16975943445,Catch,1,0.0357331
26,2338.9122646208,FSA.juv,233.89122646208003,Catch,1,0.0443871
27,2176.310199581,FSA.juv,217.6310199581,Catch,1,0.0461415
28,2291.6046375126,FSA.juv,229.16046375126004,Catch,1,0.025083900000000003
1,39352,FSA.adult,3935.2,Catch,1,0.3953999999999999
2,36671,FSA.adult,3667.1,Catch,1,0.3548999999999999
3,30657,FSA.adult,3065.7000000000003,Catch,1,0.28599999999999987
4,30898,FSA.adult,3089.8,Catch,1,0.2964
5,32751,FSA.adult,3275.1000000000004,Catch,1,0.31019999999999986
6,31570,FSA.adult,3157,Catch,1,0.2586
7,41969,FSA.adult,4196.9000000000005,Catch,1,0.2802
8,52306,FSA.adult,5230.6,Catch,1,0.2732
9,64668,FSA.adult,6466.8,Catch,1,0.2432
10,69054,FSA.adult,6905.4000000000005,Catch,1,0.26579999999999987
11,75462,FSA.adult,7546.200000000001,Catch,1,0.2896
12,64261,FSA.adult,6426.1,Catch,1,0.2686
13,69426,FSA.adult,6942.6,Catch,1,0.31419999999999987
14,60266,FSA.adult,6026.6,Catch,1,0.3008
15,53853,FSA.adult,5385.3,Catch,1,0.27739999999999987
16,50769,FSA.adult,5076.9000000000005,Catch,1,0.2629
17,51252,FSA.adult,5125.200000000001,Catch,1,0.265
18,57522,FSA.adult,5752.200000000001,Catch,1,0.3039
19,45538,FSA.adult,4553.8,Catch,1,0.2391
20,48476,FSA.adult,4847.6,Catch,1,0.2401
21,49223,FSA.adult,4922.3,Catch,1,0.2308999999999999
22,49054,FSA.adult,4905.4000000000005,Catch,1,0.1947
23,65583,FSA.adult,6558.3,Catch,1,0.25419999999999987
24,63130,FSA.adult,6313,Catch,1,0.2616999999999999
25,50245,FSA.adult,5024.5,Catch,1,0.2288999999999999
26,59762,FSA.adult,5976.200000000001,Catch,1,0.2843999999999999
27,61872,FSA.adult,6187.200000000001,Catch,1,0.29559999999999986
28,41710,FSA.adult,4171,Catch,1,0.1607
1,37333,FGH,3733.3,Catch,1,0.33
2,29395,FGH,2939.5,Catch,1,0.27
3,20464,FGH,2046.4,Catch,1,0.19
4,21186,FGH,2118.6,Catch,1,0.1799999999999999
5,27971,FGH,2797.1000000000004,Catch,1,0.23
6,29528,FGH,2952.8,Catch,1,0.2399999999999999
7,29850,FGH,2985,Catch,1,0.26
8,33509,FGH,3350.9,Catch,1,0.32
9,31439,FGH,3143.9,Catch,1,0.37
10,24308,FGH,2430.8,Catch,1,0.34
11,21362,FGH,2136.2000000000003,Catch,1,0.31
12,20969,FGH,2096.9,Catch,1,0.28999999999999987
13,29715,FGH,2971.5,Catch,1,0.4099999999999999
14,34017,FGH,3401.7000000000003,Catch,1,0.5
15,24996,FGH,2499.6000000000004,Catch,1,0.37
16,25067,FGH,2506.7000000000003,Catch,1,0.34
17,27327,FGH,2732.7000000000003,Catch,1,0.33
18,26419,FGH,2641.9,Catch,1,0.2999999999999999
19,20259,FGH,2025.9,Catch,1,0.2099999999999999
20,24925,FGH,2492.5,Catch,1,0.2399999999999999
21,25319,FGH,2531.9,Catch,1,0.25
22,22092,FGH,2209.2000000000003,Catch,1,0.22
23,26650,FGH,2665,Catch,1,0.28
24,22606,FGH,2260.6,Catch,1,0.26
25,22195,FGH,2219.5,Catch,1,0.27
26,22635,FGH,2263.5,Catch,1,0.28
27,20899,FGH,2089.9,Catch,1,0.27
28,25425,FGH,2542.5,Catch,1,0.33
1,137389.824,FRF,13738.9824,Catch,1,0.179817
2,148809.824,FRF,14880.9824,Catch,1,0.199155
3,140262.848,FRF,14026.2848,Catch,1,0.1966799999999999
4,136653.744,FRF,13665.3744,Catch,1,0.184074
5,143848.144,FRF,14384.8144,Catch,1,0.201927
6,102600.328,FRF,10260.0328,Catch,1,0.12906299999999998
7,134620.112,FRF,13462.0112,Catch,1,0.159456
8,128281.232,FRF,12828.123200000002,Catch,1,0.18018
9,97395.496,FRF,9739.5496,Catch,1,0.12520199999999998
10,125204.896,FRF,12520.4896,Catch,1,0.148731
11,116968.664,FRF,11696.8664,Catch,1,0.12589499999999998
12,111521.12,FRF,11152.112,Catch,1,0.1187142
13,139178.272,FRF,13917.8272,Catch,1,0.148896
14,115503.824,FRF,11550.3824,Catch,1,0.1237038
15,113435.704,FRF,11343.5704,Catch,1,0.1113024
16,112295.296,FRF,11229.529600000002,Catch,1,0.0904134
17,110463.16,FRF,11046.316,Catch,1,0.0870078
18,120443.24,FRF,12044.324,Catch,1,0.0809952
19,114697.144,FRF,11469.7144,Catch,1,0.0765534
20,116084.168,FRF,11608.4168,Catch,1,0.0738342
21,126920.848,FRF,12692.0848,Catch,1,0.07824629999999999
22,116796.96,FRF,11679.696000000002,Catch,1,0.0748275
23,115821.696,FRF,11582.1696,Catch,1,0.0773883
24,106713.088,FRF,10671.3088,Catch,1,0.0705639
25,103897.104,FRF,10389.710400000002,Catch,1,0.08079720000000001
26,100312.368,FRF,10031.2368,Catch,1,0.0778536
27,78763.552,FRF,7876.3552,Catch,1,0.0738672
28,70951.04,FRF,7095.103999999999,Catch,1,0.0712503
1,29710.956,FFF,2971.0956,Catch,1,0.5866
2,28221.472,FFF,2822.1472000000003,Catch,1,0.5915
3,19040.952,FFF,1904.0952,Catch,1,0.4158999999999999
4,19403.75,FFF,1940.375,Catch,1,0.5037
5,14774.057,FFF,1477.4057000000005,Catch,1,0.4737
6,16172.223,FFF,1617.2223,Catch,1,0.433
7,16066.725,FFF,1606.6725,Catch,1,0.4117
8,16312.698,FFF,1631.2698,Catch,1,0.4025
9,15834.058,FFF,1583.4058000000002,Catch,1,0.3335
10,14496.879,FFF,1449.6879,Catch,1,0.3071999999999999
11,13957.62,FFF,1395.7620000000002,Catch,1,0.34289999999999987
12,12210.228,FFF,1221.0228,Catch,1,0.2797
13,12559.271,FFF,1255.9271,Catch,1,0.3301999999999999
14,12779.73,FFF,1277.973,Catch,1,0.3124
15,11029.001,FFF,1102.9001,Catch,1,0.3175999999999999
16,10155.706,FFF,1015.5706,Catch,1,0.2539
17,10329.038,FFF,1032.9038,Catch,1,0.2802
18,10161.002,FFF,1016.1002,Catch,1,0.2579
19,9271.965,FFF,927.1965,Catch,1,0.2399999999999999
20,10955.252,FFF,1095.5252,Catch,1,0.23440000000000005
21,11042.637,FFF,1104.2637000000002,Catch,1,0.2591
22,9946.307,FFF,994.6307000000002,Catch,1,0.2319
23,11887.337,FFF,1188.7337,Catch,1,0.2989
24,10145.034,FFF,1014.5034,Catch,1,0.2315
25,10425.288,FFF,1042.5288,Catch,1,0.2364999999999999
26,11788.197,FFF,1178.8197,Catch,1,0.2963
27,10297.929,FFF,1029.7929,Catch,1,0.25219999999999987
28,9312.322,FFF,931.2322,Catch,1,0.2482999999999999
1,12376.148,FOC,1237.6148000000003,Catch,1,0.4219735089389095
2,11076.034,FOC,1107.6034,Catch,1,0.40965086167707904
3,11261.669,FOC,1126.1669,Catch,1,0.4390766123451379
4,14707.98,FOC,1470.7980000000002,Catch,1,0.5072808791716343
5,11443.13,FOC,1144.313,Catch,1,0.3997125325543866
6,10417.080999999998,FOC,1041.7080999999998,Catch,1,0.43295343183486185
7,12887.255999999998,FOC,1288.7255999999998,Catch,1,0.40301505274100863
8,12153.406,FOC,1215.3406000000002,Catch,1,0.3526731014026347
9,11767.369,FOC,1176.7369,Catch,1,0.335650447450328
10,12756.795999999998,FOC,1275.6796,Catch,1,0.317580892295948
11,17035.079,FOC,1703.5079000000003,Catch,1,0.3766110206424253
12,18532.115,FOC,1853.2115000000003,Catch,1,0.3757612636022425
13,23415.536000000004,FOC,2341.5536000000006,Catch,1,0.42184125990885424
14,26287.733,FOC,2628.7733000000003,Catch,1,0.4581932229733993
15,29872.238000000005,FOC,2987.2238000000007,Catch,1,0.5315041670184012
16,27175.984,FOC,2717.5984000000003,Catch,1,0.3949374205305909
17,25936.57,FOC,2593.657,Catch,1,0.4623881952938424
18,22514.44,FOC,2251.444,Catch,1,0.4100488070797894
19,23288.223,FOC,2328.8223000000003,Catch,1,0.39982860624071104
20,22066.828,FOC,2206.6828,Catch,1,0.4134806530797235
21,15656.829000000002,FOC,1565.6829000000002,Catch,1,0.3078626566114842
22,13267.802,FOC,1326.7802,Catch,1,0.2734116093743172
23,13007.284999999998,FOC,1300.7285,Catch,1,0.269404737939591
24,13466.97838,FOC,1346.697838,Catch,1,0.268448462504892
25,11469.18064,FOC,1146.9180640000002,Catch,1,0.2639887986044049
26,11895.21357,FOC,1189.521357,Catch,1,0.2260882813224966
27,12131.20717,FOC,1213.120717,Catch,1,0.2014280430822167
28,13898.453,FOC,1389.8453,Catch,1,0.21382105136770105
1,17478.851,FDC,1747.8851,Catch,1,0.23116510710723095
2,17687.323,FDC,1768.7323,Catch,1,0.1677022364111758
3,29755.765,FDC,2975.5765,Catch,1,0.15321736341194905
4,23337.974,FDC,2333.7974000000004,Catch,1,0.12225282012952848
5,24318.954,FDC,2431.8954000000003,Catch,1,0.13281800483431208
6,25028.432,FDC,2502.8432000000003,Catch,1,0.20066809664811483
7,22510.156000000003,FDC,2251.0156,Catch,1,0.1305651873784386
8,23366.144,FDC,2336.6144,Catch,1,0.13788071370519195
9,22447.467,FDC,2244.7467,Catch,1,0.11994564271391717
10,25895.229000000003,FDC,2589.5229000000004,Catch,1,0.12894279230406389
11,27511.75,FDC,2751.175,Catch,1,0.1389058352689747
12,25926.654,FDC,2592.6654000000003,Catch,1,0.13972542199610008
13,28525.17,FDC,2852.517,Catch,1,0.1310461224087613
14,32466.344,FDC,3246.6344000000004,Catch,1,0.13827430548954658
15,34255.235,FDC,3425.5235,Catch,1,0.12934810790353135
16,26734.198,FDC,2673.4198,Catch,1,0.11677290788581086
17,24126.27,FDC,2412.627,Catch,1,0.11555095809777356
18,19854.622,FDC,1985.4622,Catch,1,0.1122134093141929
19,16797.358,FDC,1679.7358000000002,Catch,1,0.09711856637439242
20,16786.753,FDC,1678.6753,Catch,1,0.09172940959492253
21,17009.431,FDC,1700.9431000000002,Catch,1,0.09837422167253228
22,14221.123,FDC,1422.1123,Catch,1,0.08460986254391122
23,16164.466,FDC,1616.4466000000002,Catch,1,0.09959141096755408
24,14380.83,FDC,1438.083,Catch,1,0.10331980602993895
25,12918.284,FDC,1291.8284000000003,Catch,1,0.08378595631672196
26,14842.751,FDC,1484.2751,Catch,1,0.07394151112517938
27,16583.835,FDC,1658.3835,Catch,1,0.0677394165399812
28,14880.432,FDC,1488.0432,Catch,1,0.06376284885921546
1,97938.7175874613,FHE,9793.87175874613,Catch,1,0.2763285550825378
2,66576.4783405153,FHE,6657.6478340515305,Catch,1,0.19057232948445305
3,79898.1826644479,FHE,7989.81826644479,Catch,1,0.210808620775231
4,94081.764788931,FHE,9408.1764788931,Catch,1,0.2426749590716785
5,100063.3398936771,FHE,10006.333989367711,Catch,1,0.246972257658204
6,100499.9653476232,FHE,10049.996534762322,Catch,1,0.23748903750214345
7,101982.2407840884,FHE,10198.224078408844,Catch,1,0.19407063917453368
8,112340.2392151465,FHE,11234.02392151465,Catch,1,0.2043337098854577
9,111822.4839331407,FHE,11182.24839331407,Catch,1,0.1764019655219698
10,109190.68370558693,FHE,10919.068370558693,Catch,1,0.154726457707683
11,118143.3240631482,FHE,11814.33240631482,Catch,1,0.1513131747364086
12,154146.08379905362,FHE,15414.608379905363,Catch,1,0.2387131061657425
13,152206.27617327558,FHE,15220.627617327558,Catch,1,0.2450532621395851
14,45873.445621374405,FHE,4587.34456213744,Catch,1,0.07693326719186991
15,44389.9216369582,FHE,4438.99216369582,Catch,1,0.0760892785230948
16,51020.6814654446,FHE,5102.06814654446,Catch,1,0.08588256893852339
17,122549.1509428541,FHE,12254.91509428541,Catch,1,0.22231994333341729
18,64043.0315036319,FHE,6404.30315036319,Catch,1,0.1266633528040717
19,96562.0950901824,FHE,9656.20950901824,Catch,1,0.193900912921264
20,70446.71126720651,FHE,7044.671126720652,Catch,1,0.1555458181528229
21,59010.58665077591,FHE,5901.058665077591,Catch,1,0.1365369969702236
22,35751.8248865532,FHE,3575.1824886553204,Catch,1,0.08678931192908021
23,40410.1279419217,FHE,4041.0127941921705,Catch,1,0.0999020730628194
24,29313.207104747202,FHE,2931.3207104747203,Catch,1,0.0700657533729429
25,35217.4369903651,FHE,3521.7436990365104,Catch,1,0.07986753896847891
26,70049.9703121864,FHE,7004.997031218641,Catch,1,0.1415109449536421
27,72471.2166440009,FHE,7247.121664400091,Catch,1,0.152714285113313
28,93672.0162197056,FHE,9367.20162197056,Catch,1,0.19020385464600065
1,1497000,FCA,149700,Catch,1,0.7976610438310604
2,1561000,FCA,156100,Catch,1,0.7857341087568522
3,923000,FCA,92300,Catch,1,0.7723521831073638
4,761000,FCA,76100,Catch,1,0.7677560738719272
5,1095000,FCA,109500,Catch,1,0.9012862677585914
6,1100000,FCA,110000,Catch,1,0.8250758364742254
7,1295000,FCA,129500,Catch,1,0.8423028545291144
8,847000,FCA,84700,Catch,1,0.9883313885647608
9,635000,FCA,63500,Catch,1,0.8526562186004102
10,701000,FCA,70100,Catch,1,0.7564478895378134
11,238000,FCA,23800,Catch,1,0.9381926240307412
12,377000,FCA,37700,Catch,1,0.6349187798061705
13,203000,FCA,20300,Catch,1,0.7568929681464307
14,15000,FCA,1500,Catch,1,0.05432424176850822
15,156000,FCA,15600,Catch,1,0.3737926219762781
16,457000,FCA,45700,Catch,1,0.6912463940736695
17,685000,FCA,68500,Catch,1,0.7269526077923302
18,541000,FCA,54100,Catch,1,0.642197885316531
19,187000,FCA,18700,Catch,1,0.39204097802997817
20,475000,FCA,47500,Catch,1,0.5817304908220929
21,300000,FCA,30000,Catch,1,0.4718612977569092
22,287000,FCA,28700,Catch,1,0.4465240384458007
23,0,FCA,0,Catch,1,0
24,0,FCA,0,Catch,1,0
25,129000,FCA,12900,Catch,1,0.4752920990310161
26,206357,FCA,20635.7,Catch,1,0.3557787475262328
27,611600,FCA,61160,Catch,1,0.5454537996918455
28,449600,FCA,44960,Catch,1,0.5580721121933547
1,0,WMW,1,Catch,1,0
2,0,WMW,1,Catch,1,0
3,0,WMW,1,Catch,1,0
4,0,WMW,1,Catch,1,0
5,0,WMW,1,Catch,1,0
6,0,WMW,1,Catch,1,0
7,0,WMW,1,Catch,1,0
8,199.5,WMW,1,Catch,1,0
9,131.25,WMW,1,Catch,1,0
10,204.75,WMW,1,Catch,1,0
11,320.25,WMW,1,Catch,1,0
12,236.25,WMW,1,Catch,1,0
13,199.5,WMW,1,Catch,1,0
14,425.25,WMW,1,Catch,1,0
15,315,WMW,1,Catch,1,0
16,0,WMW,1,Catch,1,0
17,0,WMW,1,Catch,1,0
18,0,WMW,1,Catch,1,0
19,0,WMW,1,Catch,1,0
20,0,WMW,1,Catch,1,0
21,0,WMW,1,Catch,1,0
22,0,WMW,1,Catch,1,0
23,0,WMW,1,Catch,1,0
24,0,WMW,1,Catch,1,0
25,0,WMW,1,Catch,1,0
26,0,WMW,1,Catch,1,0
27,0,WMW,1,Catch,1,0
28,0,WMW,1,Catch,1,0
